0	0.026651342333718173
1	0.022669131556909229
2	0.022669131556909229
3	0.022669131556909229
4	0.022669131556909229
5	0.022669131556909229
6	0.022669131556909229
7	0.023439882029839994
8	0.022669131556909229
9	0.022669131556909229
10	0.022669131556909229
11	0.022669131556909229
12	0.022669131556909229
13	0.022669131556909229
14	0.025880591860787408
15	0.022669131556909229
16	0.022669131556909229
17	0.022107314913153171
18	0.022107314913153171
19	0.022107314913153171
20	0.022107314913153171
21	0.022107314913153171
22	0.022107314913153171
23	0.022107314913153171
24	0.022107314913153171
25	0.022107314913153171
26	0.022107314913153171
27	0.022107314913153171
28	0.022107314913153171
29	0.022107314913153171
30	0.022107314913153171
31	0.022107314913153171
32	0.022107314913153171
33	0.022107314913153171
34	0.022107314913153171
35	0.022107314913153171
36	0.022107314913153171
37	0.022107314913153171
38	0.022107314913153171
39	0.022107314913153171
40	0.024548024744100585
41	0.024548024744100585
42	0.024548024744100585
43	0.024548024744100585
