0	0.0054666163166379456
1	0.00047968148435897825
2	0.00027509050950620038
3	0.00036790826924367202
4	0.00035953005887219531
5	0.00030500099187195543
6	0.00029261860876118265
7	0.00030024416038265515
8	0.00028368535383064869
9	0.0002861135087392081
10	0.00027475328495534125
11	0.00030450367570177082
12	0.00029568842966829726
13	0.00032229585381371391
14	0.00078309436408773025
15	0.00038596955655635759
16	0.00044647728682115415
17	4.6660553291483515e-05
18	4.6437822462992239e-05
19	6.6937195181041535e-05
20	6.8534902100728838e-05
21	4.5991138740376671e-05
22	1.8751211218545591e-05
23	3.4881879728290032e-05
24	3.4551898641939286e-05
25	4.1746943726299422e-05
26	1.8751211218545591e-05
27	3.5056212119061192e-05
28	1.8751211218545591e-05
29	4.644024424213583e-05
30	1.8751211218545591e-05
31	1.8751211218545591e-05
32	2.2700139066668465e-05
33	5.2152182093303406e-05
34	2.6492945252103177e-05
35	0.00012556532108480019
36	3.4366301011564764e-05
37	3.8399115100379582e-05
38	3.1064729678989356e-05
39	0.00020470655358689478
40	9.3992547582647835e-05
41	6.9535698121888821e-05
42	5.3772073558627586e-05
43	0.00019139966021682075
44	3.2586117062105367e-05
45	5.5279039590249309e-05
46	5.1331148307394855e-05
47	2.3475420621718602e-05
48	1.0486728285177092e-05
49	2.4720975932348898e-05
